fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
-0.5213514013027891,0.9389212232156111,-1.3644293745671479,-0.46621733734112936,-0.23129361403505436,-0.450269919760612,-0.36345100367259525,0.5556111704315033,1.2701389658086155,-0.5734068289908609,-0.9629602940824201,5,0
-0.2924654202430284,1.9409632009331121,-1.3644293745671479,0.05003827349083765,0.23414406350379674,0.9155189639488586,0.6431949857922227,0.036148766090434124,-0.7086173644541656,0.13082383598394684,-0.5933413487184958,5,1
-0.2924654202430284,1.2729352157881115,-1.1610593836784147,-0.17121413115143408,0.10720651508411,-0.06004452441504894,0.24663747479093076,0.14004124695863643,-0.3256322682742745,-0.04523383025975527,-0.5933413487184958,5,2
1.6530654187649396,-1.39917672479189,1.482750497875116,-0.46621733734112936,-0.25244987210500214,0.13506817325773257,0.4296640183299886,0.6595036512997056,-0.9639407619074282,-0.4560350514950602,-0.5933413487184958,6,3
-0.5213514013027891,0.9389212232156111,-1.3644293745671479,-0.46621733734112936,-0.23129361403505436,-0.450269919760612,-0.36345100367259525,0.5556111704315033,1.2701389658086155,-0.5734068289908609,-0.9629602940824201,5,4
-0.5213514013027891,0.716245228167278,-1.3644293745671479,-0.5399681388885531,-0.25244987210500214,-0.2551572220878304,-0.18042446013353747,0.5556111704315033,1.2701389658086155,-0.5734068289908609,-0.9629602940824201,5,5
-0.23524392497808785,0.3822312355947775,-1.059374388234048,-0.6874697419834007,-0.3793874205246886,-0.06004452441504894,0.39915959440681226,-0.17163619564602814,-0.07030887082101185,-1.1602657164698675,-0.9629602940824201,5,6
-0.5785728965677296,0.6605762294051946,-1.3644293745671479,-0.9824729481730962,-0.4640124528044798,-0.06004452441504894,-0.7600085146738872,-1.1066685234599065,0.5041687734488305,-1.1015798277219673,-0.40853187603653435,7,7
-0.2924654202430284,0.27089323807061066,-1.2627443791227813,-0.39246653579370544,-0.2947623882448977,-0.6453826174333934,-0.851521786443416,0.036148766090434124,0.31267622535888207,-0.5147209402429609,-0.8705555577414394,7,8
-0.9219018681573709,0.27089323807061066,-0.9576893927896815,-0.5399681388885531,0.21298780543384688,-0.06004452441504894,0.58218613794587,-0.4313673978165339,-0.19797056954764317,-0.6907786064866623,-1.1477697667643831,5,10
-1.5513383160717138,0.46573473373790264,-1.3644293745671479,-0.6874697419834007,0.04373774087426662,0.037511824421341815,0.39915959440681226,-1.2625072447622676,1.7169549113518265,-0.8081503839824637,-0.5009366123775151,5,12
-0.2924654202430284,0.43790023435686093,0.11000305937616724,-0.6874697419834007,0.5726441926229611,-0.6453826174333934,-0.5159731232884768,0.347826208695041,-0.3256322682742745,5.295182045799204,-1.240174503105364,5,13
0.10808504661155341,-1.39917672479189,1.482750497875116,-0.5399681388885531,0.10720651508411,1.891082452312766,1.7413542470265695,0.08809500652453527,-0.07030887082101185,0.5416250572192511,0.0534918056683707,7,16
-0.23524392497808785,-1.1765007297435568,1.2285380092641995,-0.5399681388885531,5.375114774501105,0.13506817325773257,0.30764632263728336,0.08809500652453527,-1.729910954267216,2.478259385899973,-1.1477697667643831,6,19
-0.406908410772909,-0.7868177384089731,0.21168805482053388,-0.17121413115143408,-0.10435606561536967,0.7204062662760771,0.7652126814849278,0.7633961321679079,1.3339698151719326,-0.04523383025975527,-0.6857460850594781,5,21
-0.23524392497808785,-0.5641417433606397,-0.29673692240129895,-0.6874697419834007,0.40339412806337877,-0.5478262685970027,-0.27193773190306636,-0.06774371477776818,-0.900109912544114,1.4805992771856618,-0.8705555577414394,5,22
0.10808504661155341,-0.23012775078813952,-0.8051618996231318,-0.17121413115143408,-0.06204354947547203,-0.6453826174333934,0.6431949857922227,0.036148766090434124,-0.900109912544114,-0.749464495234563,-0.9629602940824201,5,23
-0.8074588776274902,-0.7311487396468896,-0.6526344064565818,-0.09746332960401016,-0.040887291405524245,0.5252935686032956,-0.18042446013353747,0.036148766090434124,0.7594921709020931,-0.16260560775555669,-0.6857460850594781,6,24
-1.1507878492171322,-0.7868177384089731,-0.5509494110122153,-0.8349713450782486,-0.1466685817552632,-0.450269919760612,-0.6989996668275346,-0.6391523595529385,0.18501452663225076,-0.5734068289908609,-1.0553650304234008,5,25
-0.406908410772909,-0.6754797408848066,-0.1442094292347491,-0.5399681388885531,-0.1466685817552632,-1.1331643616153473,-1.0650527539056502,-0.27552867651423046,-0.19797056954764317,-0.3973491627471595,-0.8705555577414394,5,26
-0.6930158870976102,0.9945902219776945,-1.3644293745671479,-0.46621733734112936,-0.1466685817552632,-0.1576008732514397,-0.33294657974941894,0.24393372782683873,1.0148155683553557,-0.6320927177387616,-0.9629602940824201,5,28
-0.2924654202430284,0.6327417300241529,-1.3644293745671479,-0.39246653579370544,-0.10435606561536967,-0.7429389662697842,-0.9125306342897687,-0.17163619564602814,0.44033792408551337,-0.3973491627471595,-0.5933413487184958,6,29
-0.9219018681573709,0.7997487263104032,-1.0085318905118648,-0.09746332960401016,0.04373774087426662,0.13506817325773257,1.1007613446398672,-0.483313638250635,0.24884537599556783,-0.6907786064866623,-0.31612713969555367,5,30
-0.006357943918326671,0.6884107287862363,-0.7543194019009484,-0.17121413115143408,-0.08319980754541982,-0.06004452441504894,2.0463984862583326,-0.06774371477776818,-0.900109912544114,0.013452058488145431,-0.5933413487184958,5,32
-1.7802242971314746,-1.1765007297435568,-0.09336693151256578,-0.5399681388885531,0.3399253538535354,-0.2551572220878304,0.12461977909822555,-0.5352598786847361,0.44033792408551337,-0.6320927177387616,-1.1477697667643831,5,34
-0.2924654202430284,0.6327417300241529,-1.3644293745671479,2.188811518366129,-0.01973103333557675,-1.0356080127789564,-0.851521786443416,0.9711810939043701,0.5679996228121447,-0.6320927177387616,-0.7781508214004588,6,35
-0.2924654202430284,0.3822312355947775,-0.6526344064565818,-0.09746332960401016,-0.01973103333557675,-1.230720710451738,-0.943035058212945,0.39977244912919985,0.695661321538776,-0.3386632739992588,0.3307060146913144,6,36
-0.12080093444820778,-0.8424867371710565,0.059160561653984194,-0.3187157342462815,-0.44285619473453197,-0.2551572220878304,-0.48546869936530046,0.036148766090434124,-0.51712481636422,0.42425327972344967,-0.6857460850594781,7,37
-0.5785728965677296,-0.45280374583647287,0.4659005434314502,2.4838147245558244,-0.27360613017494995,-0.3527135709242212,1.2532834642557487,0.5556111704315033,0.12118367726893653,1.0111121672024561,0.0534918056683707,5,40
0.27974953240637457,0.43790023435686093,0.16084555709835055,0.19753987658568514,0.022581482804318834,0.13506817325773257,0.0026020834055203467,0.45171868956330097,-0.3256322682742745,-0.8668362727303645,-1.0553650304234008,4,41
